OBJEC,LIB_P,LIB_R,LIB_D,LIB_C,LIB_F,tmn_2014_0,tmn_2014_1,tmn_2014_2,tmn_2014_3,tmn_2014_4,tmn_2014_5,tmn_2014_6,tmn_2014_7,tmn_2014_8,tmn_2014_9,tmn_201410,tmn_201411,tmn_2015_0,tmn_2015_1,tmn_2015_2,tmn_2015_3,tmn_2015_4,tmn_2015_5,tmn_2015_6,tmn_2015_7,tmn_2015_8,tmn_2015_9,tmn_201510,tmn_201511,tmn_2016_0,tmn_2016_1,tmn_2016_2,tmn_2016_3,tmn_2016_4,tmn_2016_5,tmn_2016_6,tmn_2016_7,tmn_2016_8,tmn_2016_9,tmn_201610,tmn_201611,tmn_2017_0,tmn_2017_1,tmn_2017_2,tmn_2017_3,tmn_2017_4,tmn_2017_5,tmn_2017_6,tmn_2017_7,tmn_2017_8,tmn_2017_9,tmn_201710,tmn_201711
117,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,ANTARETRA,FKT AMBOATROTROKA,21.1309135,20.96148322,20.35486278,18.9357407,16.27164872,15.27358899,14.65031908,14.6267042,15.51722817,17.33500751,19.1063318,20.37808057,20.93091274,20.56150513,20.2154734,19.23574043,16.96530665,15.37358286,14.65031908,14.32669773,15.3172279,17.97030513,19.00406023,20.97580876,21.43091274,21.46146168,21.01320144,19.33574036,15.56530657,14.17358884,13.88332947,14.42670367,15.41722779,17.6309581,17.20633079,20.57173942,21.53091312,20.96148322,20.61547302,19.13574146,16.96530665,15.67358884,14.75438873,14.6267042,15.81722718,17.83730123,18.66696332,20.07808133
118,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,ANTARETRA,FKT AMBINANIVATOMENA,22.29968706,22.08838242,21.50732149,20.22911134,17.34395387,16.35813748,15.88951855,15.85229897,16.76255188,18.63465183,20.38881891,21.57677095,22.09968629,21.6883828,21.39537068,20.52938394,18.03081631,16.45568381,15.89197173,15.55229909,16.56255131,19.23582004,20.28864496,22.17659777,22.60214054,22.58592905,22.19519635,20.62938433,16.63081688,15.25813667,15.09323962,15.65229947,16.66255169,18.92414183,18.49127163,21.7660883,22.70214092,22.08865475,21.7953703,20.42938356,18.03081631,16.75813606,16.00248155,15.85257043,17.06282258,19.13482539,19.97686696,21.27677172
119,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,ANTARETRA,FKT AMBODIARA I,21.62340238,21.37463036,20.74159914,19.43793253,16.64812111,15.63498589,15.13340376,15.12391917,16.01768692,17.84559663,19.65274449,20.88142231,21.42340194,20.97533812,20.63282562,19.73793777,17.34456596,15.73486262,15.13349794,14.8238895,15.81768618,18.45033664,19.55260443,21.48128269,21.92349614,21.87382847,21.43268485,19.83793815,15.94456636,14.53498567,14.33742608,14.92391936,15.91768656,18.14298343,17.75283749,21.07796322,22.0234962,21.37463445,21.03282524,19.63793738,17.34456596,16.03498641,15.23681643,15.12392326,16.31769025,18.346444,19.24467785,20.58142308
120,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,ANTARETRA,FKT MORAFENO,21.12330944,20.91965657,20.29470243,18.9032385,16.15593879,15.15315152,14.58817303,14.61516926,15.51592497,17.35286349,19.17356773,20.39787807,20.9233092,20.52295691,20.17782954,19.20323866,16.85507137,15.25283505,14.58817303,14.31485222,15.31592436,17.96565993,19.07347584,20.99778643,21.4233092,21.41635708,20.97773675,19.30323904,15.45507175,14.0531514,13.79789625,14.41516945,15.41592459,17.65538665,17.27356673,20.59701108,21.52330905,20.91965657,20.57782916,19.10323926,16.85507137,15.55315144,14.68894681,14.61516926,15.81592421,17.85625449,18.75999371,20.09787785
121,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,ANTARETRA,FKT BETAMPONA,21.70238402,21.45764201,20.84089562,19.52355107,16.74992977,15.7361973,15.21109986,15.20722672,16.09926391,17.9277212,19.71698541,20.95813636,21.50238326,21.05764239,20.72886357,19.82355222,17.445762,15.83619768,15.21109986,14.90722653,15.89926361,18.53592566,19.61664315,21.55779486,22.00238326,21.95764201,21.52852093,19.9235526,16.04576238,14.63619692,14.4189652,15.00722692,15.99926353,18.22389476,17.81698389,21.15397049,22.10238364,21.45764201,21.12886319,19.72355184,17.445762,16.13619741,15.31492401,15.20722672,16.39926315,18.42806307,19.30495222,20.65813712
122,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,ANTARETRA,FKT ANDRANOMAITSO,21.30197161,21.08733028,20.47815967,19.08887587,16.36246286,15.34844961,14.76172931,14.78227231,15.67626326,17.51060063,19.31478904,20.55539341,21.10197085,20.68888218,20.35733875,19.38887589,17.05984698,15.44819577,14.76172931,14.48201806,15.47626305,18.12765489,19.21438624,21.15499096,21.60197085,21.5857788,21.15693556,19.48887669,15.65984774,14.24844923,13.97708602,14.58227229,15.57626287,17.80993773,17.41478793,20.75277887,21.70197123,21.08733028,20.75733837,19.28887663,17.05984698,15.74844923,14.86394123,14.78227231,15.97626249,18.0125542,18.89551886,20.25539379
123,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,ANTARETRA,FKT ANTARETRA,21.46219823,21.26207061,20.63354592,19.23995972,16.53740751,15.51742682,14.90907627,14.92202149,15.81340914,17.64346085,19.43866386,20.69259184,21.26219746,20.862071,20.50689079,19.53995936,17.23155548,15.61742698,14.90907627,14.62202117,15.61340845,18.26558263,19.33734403,21.29127153,21.76219746,21.76207061,21.30557102,19.63996105,15.83155661,14.41742644,14.12988076,14.72202074,15.71340876,17.93892844,17.53866377,20.88674179,21.86219784,21.26207061,20.90689041,19.43996048,17.23155548,15.91742644,15.01360667,14.92202149,16.1134085,18.14477998,19.01200901,20.39259235
124,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,ANTARETRA,FKT AMBODIROTRA,20.88738193,20.67973829,20.07967081,18.66515585,15.98112579,14.95683183,14.32927152,14.33380101,15.22357591,17.05580372,18.87677383,20.12537668,20.68738117,20.28194401,19.94933972,18.96515509,16.67916345,15.05628942,14.32927152,14.03325856,15.02357542,17.68246545,18.77627425,20.72487751,21.18738117,21.17753193,20.74883981,19.06515587,15.27916478,13.85683144,13.55377202,14.13380076,15.12357553,17.35654625,16.97677316,20.32341674,21.28738155,20.67973829,20.34933934,18.86515662,16.67916345,15.35683144,14.4307323,14.33380101,15.52357514,17.55850821,18.44864835,19.82537745
125,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,ANTARETRA,FKT ANDONABE,21.18260342,21.00201368,20.37693756,18.979373,16.30726736,15.29317461,14.66873378,14.6537546,15.53933484,17.36226987,19.15833567,20.43111048,20.98260266,20.6024519,20.24210093,19.27937293,17.00053442,15.39304679,14.66873378,14.35362671,15.3393344,17.99192086,19.05634964,21.02912534,21.48260266,21.50157565,21.04011529,19.37937327,15.60053539,14.19317425,13.89609023,14.45375396,15.43933446,17.65795998,17.25833503,20.62437978,21.58260304,21.00201368,20.64210055,19.17937377,17.00053442,15.69317425,14.77347947,14.6537546,15.83933406,17.86469322,18.72393661,20.13111124
126,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,ANTARETRA,FKT AMPASIMBE,21.44373982,21.28700208,20.67980205,19.25889133,16.56759545,15.58990625,14.96914521,14.96826222,15.86994773,17.66552971,19.42004753,20.6885944,21.24373958,20.88700246,20.53395848,19.55889167,17.25857473,15.68990655,14.96914521,14.66826203,15.66994728,18.30605188,19.31634827,21.28489469,21.74373958,21.78700208,21.33025878,19.65889147,15.85857442,14.48990643,14.20596747,14.76826201,15.76994735,17.96020824,17.52004659,20.8795742,21.84373944,21.28700208,20.93395862,19.45889209,17.25857473,15.98990669,15.07446574,14.96826222,16.16994667,18.16922944,18.97420409,20.38859516
127,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,ANDRORANGAVOLA,FKT ANDRORANGAVOLA,21.19065662,20.98442437,20.43120542,19.03744017,16.25131725,15.24783931,14.6042386,14.7279322,15.60342631,17.44032425,19.22217416,20.47150474,20.99065657,20.59099361,20.27249449,19.33744005,16.95098423,15.34462906,14.6042386,14.42472136,15.40342587,18.09228536,19.12202212,21.07135345,21.49065657,21.47785644,21.07234207,19.43744002,15.55098463,14.1478396,13.85269001,14.52793191,15.50342593,17.74671027,17.32217358,20.67117233,21.59065624,20.98442437,20.67249411,19.23744094,16.95098423,15.6478396,14.70441967,14.7279322,15.90342555,17.94704381,18.77003078,20.1715055
128,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,ANDRORANGAVOLA,FKT AMBODIFONTSINA,20.45243678,20.23094569,19.66553968,18.26297335,15.53232523,14.53702079,13.87779719,13.92549391,14.8086054,16.65638817,18.45455564,19.71746819,20.25243602,19.8391473,19.52016517,18.56297351,16.23232439,14.6344128,13.87779719,13.62288546,14.60860464,17.29355955,18.35455601,20.31746802,20.75243602,20.72274335,20.32016441,18.6629739,14.83232542,13.43702056,13.109376,13.72549379,14.70860502,16.96458868,16.55455547,19.91746841,20.8524364,20.23094569,19.92016479,18.46297412,16.23232439,14.93702056,13.97779662,13.92549391,15.10860464,17.16458945,18.01738317,19.41746841
129,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,ANDRORANGAVOLA,FKT AMBALATENINA,20.86024005,20.58349992,20.07952063,18.67086657,15.84853527,14.83052121,14.18639787,14.35754709,15.22464634,17.13181548,18.92704926,20.14633116,20.66023975,20.20383939,19.90702946,18.97086768,16.54853473,14.92232344,14.18639787,14.04934878,15.02464563,17.78396636,18.82704888,20.74632984,21.16023975,21.0631599,20.70702833,19.07086806,15.14853546,13.73052129,13.42640824,14.15754727,15.12464596,17.45215453,17.0270488,20.34633022,21.26023967,20.58349992,20.30702908,18.87086734,16.54853473,15.23052174,14.28639748,14.35754709,15.52464558,17.65215525,18.4748969,19.84633022
130,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,ANDRORANGAVOLA,FKT AMBALAFASINA,20.67947259,20.44627194,19.96274194,18.47318626,15.67678413,14.61988352,13.98334549,14.17368978,15.0279111,16.9597114,18.77203445,20.02623705,20.4794724,20.07284195,19.77572757,18.77318734,16.37678486,14.70763119,13.98334549,13.86143689,14.82791033,17.62015413,18.67203407,20.6262368,20.9794724,20.91970107,20.57572625,18.87318772,14.97678432,13.51988407,13.22947199,13.97368995,14.92791071,17.28628151,16.87203423,20.22623718,21.07947221,20.44627194,20.17572719,18.67318703,16.37678486,15.01988407,14.0833452,14.17368978,15.32791033,17.48628227,18.31159055,19.72623718
131,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,ANDRORANGAVOLA,FKT AMBOHIMAHAVELONA BETOHO,20.81100187,20.60245616,20.13296344,18.61739535,15.82353179,14.76156001,14.13439396,14.32840069,15.19601356,17.1395744,18.94458243,20.1879889,20.61100117,20.22939901,19.93929282,18.91739459,16.52353122,14.84687885,14.13439396,14.01371925,14.99601283,17.80630204,18.84458205,20.78798745,21.11100117,21.07551419,20.73929206,19.01739497,15.12353198,13.66155989,13.38886155,14.12840022,15.09601318,17.46651561,17.04458149,20.38798783,21.21100156,20.60245616,20.33929244,18.81739611,16.52353122,15.16155989,14.23439338,14.32840069,15.4960128,17.66651637,18.47785314,19.88798783
132,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,ANDRORANGAVOLA,FKT NOSIBE SUD,21.02797,20.78611103,20.28876973,18.86744676,16.04380093,15.00766896,14.37786935,14.55248389,15.41812094,17.31262859,19.11005878,20.32874724,20.82797058,20.40452996,20.11420235,19.16744743,16.74380146,15.09917663,14.37786935,14.2439908,15.21812022,17.96877885,19.0100584,20.92874627,21.32797058,21.26769304,20.91420024,19.26744781,15.34380113,13.90766953,13.62409501,14.35248385,15.31812056,17.63104637,17.21005735,20.52874665,21.42796961,20.78611103,20.51420197,19.06744752,16.74380146,15.40766953,14.47786945,14.55248389,15.71812017,17.83104666,18.65390746,20.02874665
133,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,ANDRORANGAVOLA,FKT MANDRIAPOTSY,21.07153601,20.85630596,20.36515833,18.90844513,16.09254674,15.02882342,14.40887237,14.59673264,15.47242428,17.38272846,19.18643475,20.40667486,20.87153606,20.47714031,20.18342346,19.20844518,16.79254751,15.1182796,14.40887237,14.2861888,15.27242352,18.04362909,19.08643436,21.00667334,21.37153606,21.33547309,20.98342189,19.30844557,15.39254693,13.92882399,13.6594851,14.39673284,15.3724239,17.70356058,17.28643431,20.60667372,21.47153563,20.85630596,20.58342308,19.1084459,16.79254751,15.42882399,14.5088722,14.59673264,15.77242352,17.90356134,18.72553189,20.10667372
134,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,ANDRORANGAVOLA,FKT AMBALAVAONA,21.1207437,20.9224535,20.42862954,18.95746086,16.14944758,15.08190963,14.45313455,14.65093835,15.53035927,17.43948628,19.24171561,20.46698291,20.92074298,20.54224199,20.24501848,19.25746022,16.84944831,15.17109222,14.45313455,14.34012124,15.33035863,18.10330759,19.14171523,21.06698154,21.42074298,21.40266705,21.04501772,19.3574606,15.44944783,13.98191012,13.70798736,14.45093846,15.43035889,17.759272,17.34171588,20.66698193,21.52074332,20.9224535,20.6450181,19.15746162,16.84944831,15.48191018,14.553134,14.65093835,15.83035857,17.95927276,18.77789168,20.16698193
135,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,ANDRORANGAVOLA,FKT LAVAKIANJA SUD,21.3304355,21.13458337,20.64602796,19.16945954,16.32511639,15.33294368,14.66947093,14.86995758,15.73422585,17.65458339,19.42417673,20.6572527,21.13043565,20.75115017,20.4607108,19.46945878,17.02511622,15.42259377,14.66947093,14.5596071,15.53422557,18.32333316,19.32417635,21.25725208,21.63043565,21.61801693,21.26071004,19.56945916,15.62511706,14.23294331,13.9320036,14.66995684,15.63422546,17.97114899,17.52417617,20.85725246,21.73043512,21.13458337,20.86071042,19.3694603,17.02511622,15.73294379,14.76947081,14.86995758,16.03422557,18.17114976,18.9554267,20.35725246
136,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,ANDRORANGAVOLA,FKT AMBODIARA NORD,20.72110917,20.50417098,19.92913539,18.54190383,15.83543052,14.84534729,14.19240807,14.24589088,15.13086131,16.94891129,18.71738224,19.98116888,20.52110879,20.10816253,19.78332353,18.84190311,16.53506793,14.9437814,14.19240807,13.94432507,14.93086063,17.59050487,18.61724617,20.58103205,21.02110879,21.00018153,20.58318709,18.94190349,15.13506891,13.74534712,13.43144219,14.04589098,15.03086093,17.2526738,16.8173811,20.18080629,21.12110879,20.50417098,20.18332315,18.74190459,16.53506793,15.24534712,14.29263372,14.24589088,15.43086055,17.45303656,18.27556002,19.68116828
137,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,ANDRORANGAVOLA,FKT MAHASOA,21.70042956,21.53763214,20.94412832,19.52747571,16.78156075,15.81396783,15.19492334,15.25463226,16.15867522,17.94385586,19.69528387,20.94902224,21.50042958,21.1376535,20.79219526,19.82747532,17.47481393,15.91395817,15.19492334,14.95462246,15.95867448,18.59230122,19.59200285,21.54574155,22.00042958,22.03761117,21.58891383,19.9274757,16.07481386,14.71396775,14.44007608,15.05463189,16.05867484,18.24041079,17.79528276,21.14227579,22.10042918,21.53763214,21.19219525,19.72747647,17.47481393,16.21396783,15.29838849,15.25463226,16.45867446,18.44715839,19.24337187,20.6490226
138,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,ANDRORANGAVOLA,FKT AMBODIRORANGA,21.22727189,20.99434774,20.50499018,19.06435585,16.24287154,15.21461912,14.54343817,14.75107128,15.61726512,17.50336587,19.28284245,20.51876347,21.02727113,20.60684855,20.33134954,19.36435667,16.9428723,15.30767062,14.54343817,14.44412299,15.41726531,18.16450733,19.18284207,21.11876353,21.52727113,21.48184855,21.13134877,19.46435705,15.54287189,14.11461953,13.79902735,14.55107131,15.51726474,17.81586554,17.38284251,20.71876391,21.62727151,20.99434774,20.73134915,19.26435661,16.9428723,15.6146197,14.64343759,14.75107128,15.91726452,18.0158663,18.82170142,20.21876391
139,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,ANDRORANGAVOLA,FKT AMBOHIMISAFY,21.35849394,21.14768821,20.65873771,19.19742652,16.35371298,15.35825102,14.68199749,14.88732434,15.75483751,17.65209382,19.41652611,20.65468716,21.15849317,20.76018782,20.48049297,19.49742613,17.05371374,15.45064496,14.68199749,14.5797179,15.5548377,18.31783817,19.31652573,21.25468601,21.65849317,21.63518782,21.28049221,19.59742651,15.65371394,14.25825083,13.94284772,14.68732377,15.65483713,17.96459229,17.51652496,20.85468639,21.75849356,21.14768821,20.88049259,19.39742728,17.05371374,15.75825159,14.78199692,14.88732434,16.05483751,18.16459305,18.95078099,20.35468639
140,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,ANDRORANGAVOLA,FKT AMBALATABAKA,21.47993828,21.29362809,20.75822242,19.34183642,16.49541165,15.50470456,14.84030325,15.00897327,15.87661074,17.74464409,19.51034979,20.77675345,21.27993856,20.89891528,20.59122186,19.64183737,17.19541076,15.60154468,14.84030325,14.70581233,15.67661093,18.40635814,19.4103494,21.37675259,21.77993856,21.78834158,21.3912211,19.74183714,15.79541194,14.40470473,14.09989082,14.80897253,15.77661088,18.0499291,17.61034832,20.97675297,21.8799379,21.29362809,20.99122148,19.54183718,17.19541076,15.90470483,14.94030298,15.00897327,16.17661008,18.24992986,19.04863465,20.47675297
141,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,ANDRORANGAVOLA,FKT ANIVORANO,21.63878127,21.44976487,20.88260108,19.4896557,16.66143156,15.67578356,15.03701564,15.1723384,16.05670398,17.88713837,19.64877266,20.91334923,21.43878142,21.05227762,20.72352,19.78965607,17.35977699,15.77439916,15.03701564,14.87095337,15.85670379,18.54294629,19.5478788,21.51245524,21.93878142,21.94725167,21.52262501,19.88965547,15.95977793,14.57578326,14.2908012,14.97233802,15.95670368,18.18888985,17.7487719,21.11169564,22.03878089,21.44976487,21.12351962,19.68965647,17.35977699,16.07578326,15.13777553,15.1723384,16.35670322,18.39054482,19.19220363,20.6133491
142,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,ANDRORANGAVOLA,FKT AMPASIMPOTSY,20.80148176,20.56424593,20.02064752,18.64970857,15.85064535,14.86160792,14.19001633,14.33301197,15.19704349,17.05871232,18.84051865,20.0722691,20.60148108,20.17636829,19.86005973,18.94970883,16.55064468,14.95661492,14.19001633,14.02801801,14.99704273,17.7071772,18.74051827,20.67226846,21.10148108,21.05212483,20.66005896,19.04970922,15.15064558,13.76160849,13.43135445,14.13301177,15.09704311,17.37083243,16.94051721,20.27226884,21.20148137,20.56424593,20.26005935,18.84970933,16.55064468,15.26160849,14.29001576,14.33301197,15.49704273,17.5708324,18.3920516,19.77226884
143,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,ANALAMPASINA,FKT AMBOHIMIARINA,19.40793226,19.22793978,18.6253767,17.13421952,14.32198561,13.16830443,12.53792288,12.83520883,13.80992476,15.801259,17.57734188,18.9203249,19.20793327,18.86918059,18.47189713,17.43422065,14.98068206,13.19799749,12.57922535,12.53520919,13.6099249,16.41349581,17.47734154,19.52032529,19.74923707,19.6453937,19.27189637,17.53422103,13.58068204,12.06830408,11.77922564,12.63520902,13.70992486,16.11349654,15.71864504,19.12032567,19.84923746,19.22793978,18.87189675,17.33422027,14.98068206,13.56830408,12.67922574,12.83520883,14.1099249,16.31349638,17.13609898,18.59132124
144,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,ANALAMPASINA,FKT MATSITSIRANO,18.92904929,18.77103787,18.13675019,16.60218921,13.77852125,12.64640988,12.08478629,12.33685992,13.29405799,15.25119353,17.07104518,18.45430199,18.72850621,18.41346352,17.99350799,16.90314321,14.42334689,12.64962385,12.1409129,12.03645119,13.09405804,15.85200809,16.9705015,19.05484581,19.28422443,19.17289263,18.79350723,17.00314268,13.02334653,11.54641007,11.34091285,12.13726945,13.19405761,15.55200843,15.22662813,18.65430191,19.38422466,18.77199058,18.39350732,16.80314283,14.42334689,13.04641007,12.24091328,12.33685992,13.59460141,15.752008,16.62848288,18.11323366
145,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,ANALAMPASINA,FKT BETAMPO NORD,18.33768843,18.11998129,17.51919488,16.00609174,13.24628895,12.07033723,11.45679589,11.68786035,12.7384975,14.68750514,16.49229858,17.85007252,18.13768835,17.77150878,17.3612707,16.3060923,13.90359977,12.08251652,11.49948419,11.38786052,12.53849769,15.29390115,16.39229826,18.4500729,18.68037735,18.52576263,18.16126993,16.40609224,12.50359965,10.9703376,10.69948414,11.48786043,12.63849712,14.99390127,14.63498668,18.05007296,18.78037773,18.11998129,17.76127032,16.20609192,13.90359977,12.4703376,11.59948457,11.68786035,13.03849769,15.19390101,16.04076918,17.50494036
146,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,ANALAMPASINA,FKT ANDRORANGAVOLA SUD,19.23187843,19.06203313,18.40310592,16.92931896,14.11574919,12.94400256,12.35828757,12.64658701,13.6618187,15.61966333,17.3667402,18.72854215,19.03187958,18.70786596,18.24999576,17.2293182,14.77018273,12.95988023,12.40385327,12.34658682,13.46181889,16.22694048,17.26673982,19.32854253,19.57744546,19.47063252,19.049995,17.32931858,13.37018254,11.84400256,11.60385308,12.44658664,13.56181831,15.92694085,15.5123059,18.92854291,19.67744585,19.06203313,18.64999538,17.12931782,14.77018273,13.34400256,12.50385365,12.64658701,13.96181889,16.1269401,16.92090699,18.38998743
147,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,ANALAMPASINA,FKT ANALAMPASINA,19.41692756,19.29085489,18.61251949,17.10901549,14.29121118,13.14168576,12.58420759,12.8621515,13.80625639,15.75475677,17.52626224,18.93366533,19.2169284,18.93115994,18.46732402,17.4090161,14.93868045,13.15374019,12.63673786,12.562152,13.60625659,16.35964663,17.42626186,19.53366572,19.76945898,19.69801816,19.26732326,17.50901617,13.53867996,12.04168559,11.83673766,12.66215151,13.70625601,16.0596471,15.67879173,19.13366599,19.86945936,19.29085489,18.86732364,17.30901572,14.93868045,13.54168559,12.73673784,12.8621515,14.10625659,16.25964705,17.08595563,18.59825126
148,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,ANALAMPASINA,FKT ANALAVORY,18.9674778,18.8140049,18.16709328,16.66733551,13.87926865,12.69415379,12.11086845,12.36073971,13.3423872,15.3458662,17.11162376,18.4594841,18.76747894,18.45983887,18.01171112,16.96733475,14.53638649,12.71498775,12.15375042,12.06073952,13.14238739,15.95541477,17.01162338,19.05948448,19.31035995,19.2252903,18.81171036,17.06733513,13.13638687,11.59415436,11.35375023,12.1607399,13.24238682,15.65541458,15.25450516,18.65948486,19.41036034,18.8140049,18.41171074,16.86733437,14.53638649,13.09415436,12.2537508,12.36073971,13.64238739,15.85541439,16.66579056,18.12320137
149,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,ANALAMPASINA,FKT AMBARO,18.38879075,18.16952449,17.57607697,16.07481136,13.31233754,12.09877923,11.51338628,11.73017276,12.76180124,14.76269764,16.59237372,17.90206495,18.18879021,17.82414269,17.41008062,16.37481128,13.97640999,12.11961304,11.54931297,11.43017325,12.56180143,15.37407583,16.49237366,18.50206533,18.7247183,18.57897891,18.21007986,16.47481166,12.57640953,10.99877964,10.74931345,11.53017295,12.66180086,15.07407632,14.72830084,18.10206572,18.82471868,18.16952449,17.81008024,16.27481089,13.97640999,12.49877964,11.64931335,11.73017276,13.06180143,15.27407629,16.13775628,17.55882729
150,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,ANALAMPASINA,FKT AMBOHIMALAZA,19.5914403,19.4309786,18.79019792,17.27373596,14.47507371,13.32236119,12.73224545,13.01714405,13.95413859,15.90256722,17.67856602,19.07448269,19.39144145,19.06918822,18.64383234,17.57373694,15.12647966,13.34371193,12.78083845,12.71714473,13.75413878,16.51072176,17.57856563,19.67448307,19.9400345,19.844173,19.44383158,17.67373732,13.72647924,12.22236168,11.98083832,12.81714424,13.85413827,16.21072086,15.8271585,19.27448345,20.04003489,19.4309786,19.04383196,17.47373656,15.12647966,13.72236168,12.88083882,13.01714405,14.25413878,16.41072154,17.24035369,18.7444269
151,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,ANALAMPASINA,FKT MANJIRIANA SUD,19.130141,18.92300759,18.33605629,16.86518045,14.04226024,12.83932246,12.24700714,12.52492814,13.5247931,15.531257,17.31473534,18.63877633,18.93014177,18.57046873,18.17573177,17.16518117,14.70396577,12.86643015,12.28530078,12.224928,13.32479329,16.14411947,17.21473495,19.23877671,19.4684359,19.33725154,18.97573101,17.26518155,13.30396539,11.73932232,11.48530064,12.32492833,13.42479272,15.84412005,15.45302962,18.83877709,19.56843628,18.92300759,18.57573166,17.06518079,14.70396577,13.23932232,12.38530116,12.52492814,13.82479329,16.04411928,16.86727353,18.30417904
152,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,AMBOHIMANGA DU SUD,FKT MAROSATROKA,19.7003038,19.5455928,18.95901598,17.50885988,14.75121779,13.61271023,13.02838223,13.27029436,14.14134308,16.03755392,17.87701512,19.23644768,19.50030304,19.16853718,18.82664217,17.80886028,15.40598671,13.65396604,13.07361223,12.97029478,13.94134327,16.64698293,17.77701542,19.83644806,20.04553358,19.97741867,19.62664141,17.9088603,14.00598709,12.51271009,12.27361238,13.07029455,14.0413427,16.34698301,16.02224488,19.43644844,20.14553396,19.5455928,19.22664179,17.70886064,15.40598671,14.01270991,13.17361255,13.27029436,14.44134327,16.54698341,17.45407082,18.92293441
153,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,AMBOHIMANGA DU SUD,FKT MAROLANANANA,19.49214331,19.42120663,18.75871272,17.19983418,14.34595816,13.24030889,12.68699623,12.93882846,13.82151142,15.80271865,17.60137779,19.02906093,19.29140306,19.05398959,18.62564747,17.50092043,14.98154238,13.2433903,12.75249639,12.63848351,13.62151161,16.40299855,17.50063743,19.62980113,19.85655862,19.82326749,19.42564671,17.60092014,13.58154243,12.14030851,11.95249619,12.73917419,13.72151104,16.10299932,15.76613728,19.2290617,19.95655884,19.42229157,19.02564709,17.40092005,14.98154238,13.64030851,12.85249677,12.93882846,14.12225134,16.30299833,17.16819777,18.69729742
154,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,AMBOHIMANGA DU SUD,FKT AMBODIMANGA NORD,19.48142985,19.43475369,18.77340978,17.20540633,14.39588349,13.28743798,12.7169013,12.94442507,13.81585629,15.80209919,17.58351019,19.0284682,19.28111294,19.06391934,18.64312662,17.50585379,15.02884408,13.29234862,12.78438612,12.64429542,13.61585634,16.40321445,17.48319374,19.62878493,19.8484683,19.83823259,19.44312586,17.60585417,13.62884447,12.1874376,11.98438593,12.74455544,13.7158559,16.10321508,15.75067762,19.22846896,19.94846869,19.43520001,19.04312624,17.40585341,15.02884408,13.68743774,12.88438651,12.94442507,14.11617259,16.30321407,17.1541558,18.70073373
